AVAPS-T01 STA 132855101 140630 171042.59
AVAPS-T01 COM            UTC     UTC      Wind   Vert      GPS        GPS     Geopoten GPS Wind    GPS   
AVAPS-T01 COM   Sonde    Date    Time     Spd    Veloc  Longitude   Latitude  Altitude Snd Error Altitude
AVAPS-T01 COM    ID     yymmdd hhmmss.ss  (m/s)  (m/s)    (deg)       (deg)      (m)   Sat (m/s)    (m)  
AVAPS-T01 COM --------- ------ --------- ------ ------ ----------- ---------- -------- --- ----- --------
AVAPS-D01 S10 132855101 140630 173154.50  14.53 -15.74  999.000000  99.000000 99999.00  12  0.63 99999.00
AVAPS-D01 S00 132855101 140630 173154.75  14.29 -15.70  -80.128218  28.564045  1561.73  12  0.57  1562.78
AVAPS-D01 S10 132855101 140630 173155.00  14.38 -15.67  999.000000  99.000000 99999.00  12  0.62 99999.00
AVAPS-D01 S00 132855101 140630 173155.25  14.49 -15.63  -80.128236  28.563982  1556.87  12  0.61  1555.02
AVAPS-D01 S10 132855101 140630 173155.50  15.18 -15.71  999.000000  99.000000 99999.00  12  0.55 99999.00
AVAPS-D01 S00 132855101 140630 173155.75  14.86 -15.63  -80.128251  28.563917  1546.54  12  0.64  1547.13
AVAPS-D01 S10 132855101 140630 173156.00  15.27 -15.64  999.000000  99.000000 99999.00  12  0.55 99999.00
AVAPS-D01 S00 132855101 140630 173156.25  14.01 -15.81  -80.128268  28.563851  1537.85  12  0.54  1539.17
AVAPS-D01 S10 132855101 140630 173156.50  13.41 -15.91  999.000000  99.000000 99999.00  12  0.53 99999.00
AVAPS-D01 S00 132855101 140630 173156.75  13.19 -15.91  -80.128289  28.563793  1530.72  12  0.58  1531.27
AVAPS-D01 S10 132855101 140630 173157.00  13.58 -15.86  999.000000  99.000000 99999.00  12  0.62 99999.00
AVAPS-D01 S00 132855101 140630 173157.25  13.35 -15.79  -80.128311  28.563735  1521.85  12  0.59  1523.44
AVAPS-D01 S10 132855101 140630 173157.50  13.59 -15.72  999.000000  99.000000 99999.00  12  0.61 99999.00
AVAPS-D01 S00 132855101 140630 173157.75  13.74 -15.60  -80.128336  28.563677  1514.91  12  0.59  1515.67
AVAPS-D01 S10 132855101 140630 173158.00  13.26 -15.70  999.000000  99.000000 99999.00  12  0.66 99999.00
AVAPS-D01 S00 132855101 140630 173158.25  13.28 -15.67  -80.128363  28.563622  1508.43  12  0.69  1507.85
AVAPS-D01 S10 132855101 140630 173158.50  13.15 -15.63  999.000000  99.000000 99999.00  12  0.72 99999.00
AVAPS-D01 S00 132855101 140630 173158.75  13.52 -15.51  -80.128388  28.563567  1503.58  12  0.66  1500.25
AVAPS-D01 S10 132855101 140630 173159.00  13.34 -15.46  999.000000  99.000000 99999.00  12  0.64 99999.00
AVAPS-D01 S00 132855101 140630 173159.25  12.44 -15.50  -80.128407  28.563511  1492.45  12  0.60  1492.50
AVAPS-D01 S10 132855101 140630 173159.50  12.72 -15.49  999.000000  99.000000 99999.00  12  0.59 99999.00
AVAPS-D01 S00 132855101 140630 173159.75  12.72 -15.38  -80.128420  28.563456  1486.27  11  0.61  1484.83
AVAPS-D01 S10 132855101 140630 173200.00  13.45 -15.32  999.000000  99.000000 99999.00  12  0.64 99999.00
AVAPS-D01 S00 132855101 140630 173200.25  15.30 -15.43  -80.128462  28.563304  1472.70  12  0.63  1465.38
AVAPS-D01 S10 132855101 140630 173200.50  16.21 -15.47  999.000000  99.000000 99999.00  11  0.56 99999.00
AVAPS-D01 S11 132855101 140630 173200.75 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S11 132855101 140630 173201.00 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S11 132855101 140630 173201.25 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S00 132855101 140630 173201.50  16.98 -15.48  -80.128485  28.563233  1457.67  12  0.56  1457.57
AVAPS-D01 S10 132855101 140630 173201.75  17.45 -15.58  999.000000  99.000000 99999.00  11  0.65 99999.00
AVAPS-D01 S00 132855101 140630 173202.00  16.97 -15.50  -80.128507  28.563159  1452.80  10  0.65  1449.75
AVAPS-D01 S10 132855101 140630 173202.25  17.35 -15.61  999.000000  99.000000 99999.00  10  0.74 99999.00
AVAPS-D01 S00 132855101 140630 173202.50  17.54 -15.60  -80.128527  28.563084  1442.66  12  0.67  1442.01
AVAPS-D01 S10 132855101 140630 173202.75  17.18 -15.47  999.000000  99.000000 99999.00  12  0.58 99999.00
AVAPS-D01 S00 132855101 140630 173203.00  17.01 -15.29  -80.128545  28.563008  1435.83  12  0.56  1434.45
AVAPS-D01 S10 132855101 140630 173203.25  16.29 -15.41  999.000000  99.000000 99999.00  12  0.54 99999.00
AVAPS-D01 S00 132855101 140630 173203.50  15.24 -15.50  -80.128557  28.562936  1428.21  12  0.54  1426.55
AVAPS-D01 S10 132855101 140630 173203.75  15.19 -15.91  999.000000  99.000000 99999.00  12  0.53 99999.00
AVAPS-D01 S00 132855101 140630 173204.00  13.83 -16.23  -80.128568  28.562870  1421.25  12  0.56  1418.05
AVAPS-D01 S10 132855101 140630 173204.25  14.55 -16.30  999.000000  99.000000 99999.00  12  0.60 99999.00
AVAPS-D01 S00 132855101 140630 173204.50  13.82 -16.11  -80.128578  28.562807  1410.39  12  0.60  1409.96
AVAPS-D01 S10 132855101 140630 173204.75  15.04 -16.02  999.000000  99.000000 99999.00  12  0.58 99999.00
AVAPS-D01 S00 132855101 140630 173205.00  14.42 -16.32  -80.128587  28.562742  1401.95  12  0.59  1401.57
AVAPS-D01 S10 132855101 140630 173205.25  15.64 -16.32  999.000000  99.000000 99999.00  12  0.66 99999.00
AVAPS-D01 S00 132855101 140630 173205.50  15.55 -16.16  -80.128604  28.562674  1398.24  12  0.65  1393.59
AVAPS-D01 S10 132855101 140630 173205.75  16.51 -16.02  999.000000  99.000000 99999.00  12  0.63 99999.00
AVAPS-D01 S00 132855101 140630 173206.00  16.52 -15.75  -80.128626  28.562603  1390.14  12  0.62  1385.90
AVAPS-D01 S10 132855101 140630 173206.25  17.17 -15.79  999.000000  99.000000 99999.00  12  0.64 99999.00
AVAPS-D01 S00 132855101 140630 173206.50  15.55 -15.81  -80.128652  28.562531  1366.67  12  0.60  1377.92
AVAPS-D01 S10 132855101 140630 173206.75  15.38 -15.67  999.000000  99.000000 99999.00  12  0.62 99999.00
AVAPS-D01 S00 132855101 140630 173207.00  14.49 -15.59  -80.128678  28.562466  1373.57  12  0.60  1370.29
AVAPS-D01 S10 132855101 140630 173207.25  13.91 -15.46  999.000000  99.000000 99999.00  12  0.65 99999.00
AVAPS-D01 S00 132855101 140630 173207.50  13.52 -15.39  -80.128702  28.562407  1364.06  12  0.60  1362.88
AVAPS-D01 S10 132855101 140630 173207.75  13.19 -15.03  999.000000  99.000000 99999.00  12  0.57 99999.00
AVAPS-D01 S00 132855101 140630 173208.00  13.55 -15.19  -80.128726  28.562349  1355.75  12  0.64  1355.53
AVAPS-D01 S10 132855101 140630 173208.25  13.04 -15.07  999.000000  99.000000 99999.00  12  0.66 99999.00
AVAPS-D01 S00 132855101 140630 173208.50  14.73 -14.91  -80.128753  28.562291  1336.63  12  0.66  1348.29
AVAPS-D01 S10 132855101 140630 173208.75  15.04 -14.81  999.000000  99.000000 99999.00  12  0.62 99999.00
AVAPS-D01 S00 132855101 140630 173209.00  16.48 -14.84  -80.128779  28.562224  1342.79  12  0.67  1340.84
AVAPS-D01 S10 132855101 140630 173209.25  16.62 -14.97  999.000000  99.000000 99999.00  12  0.61 99999.00
AVAPS-D01 S00 132855101 140630 173209.50  17.21 -15.06  -80.128802  28.562151  1321.69  12  0.80  1333.05
AVAPS-D01 S10 132855101 140630 173209.75  18.69 -15.33  999.000000  99.000000 99999.00  12  0.62 99999.00
AVAPS-D01 S00 132855101 140630 173210.00  18.68 -15.47  -80.128827  28.562070  1330.12  12  0.76  1324.85
AVAPS-D01 S10 132855101 140630 173210.25  17.83 -15.30  999.000000  99.000000 99999.00  12  0.62 99999.00
AVAPS-D01 S00 132855101 140630 173210.50  16.57 -15.04  -80.128854  28.561994  1326.05  12  0.69  1317.52
AVAPS-D01 S10 132855101 140630 173210.75  17.06 -14.59  999.000000  99.000000 99999.00  12  0.64 99999.00
AVAPS-D01 S10 132855101 140630 173211.00  15.95 -14.29  -80.128888  28.561925 99999.00  12  0.59  1310.98
AVAPS-D01 S10 132855101 140630 173211.25  16.28 -13.87  999.000000  99.000000 99999.00  12  0.58 99999.00
AVAPS-D01 S00 132855101 140630 173211.50  15.50 -13.37  -80.128928  28.561861  1314.79  12  0.67  1305.08
AVAPS-D01 S10 132855101 140630 173211.75  14.46 -13.46  999.000000  99.000000 99999.00  12  0.60 99999.00
AVAPS-D01 S00 132855101 140630 173212.00  13.88 -13.16  -80.128964  28.561804  1300.21  12  0.64  1298.51
AVAPS-D01 S10 132855101 140630 173212.25  12.50 -13.16  999.000000  99.000000 99999.00  12  0.60 99999.00
AVAPS-D01 S00 132855101 140630 173212.50  12.76 -12.98  -80.128987  28.561750  1290.11  12  0.72  1291.95
AVAPS-D01 S10 132855101 140630 173212.75  11.19 -12.93  999.000000  99.000000 99999.00  12  0.73 99999.00
AVAPS-D01 S00 132855101 140630 173213.00  10.22 -13.17  -80.129001  28.561703  1275.00  12  0.81  1285.18
AVAPS-D01 S10 132855101 140630 173213.25  10.39 -12.72  999.000000  99.000000 99999.00  12  0.89 99999.00
AVAPS-D01 S00 132855101 140630 173213.50  10.55 -13.14  -80.129014  28.561657  1275.77  12  0.85  1278.61
AVAPS-D01 S10 132855101 140630 173213.75  10.22 -13.24  999.000000  99.000000 99999.00  12  0.85 99999.00
AVAPS-D01 S00 132855101 140630 173214.00  11.65 -12.98  -80.129032  28.561611  1269.58  12  0.79  1271.99
AVAPS-D01 S10 132855101 140630 173214.25  12.78 -13.29  999.000000  99.000000 99999.00  12  0.78 99999.00
AVAPS-D01 S00 132855101 140630 173214.50  14.14 -13.44  -80.129053  28.561555  1258.72  12  0.69  1264.51
AVAPS-D01 S10 132855101 140630 173214.75  14.94 -13.87  999.000000  99.000000 99999.00  12  0.59 99999.00
AVAPS-D01 S00 132855101 140630 173215.00  15.51 -14.09  -80.129072  28.561490  1256.42  12  0.63  1256.66
AVAPS-D01 S10 132855101 140630 173215.25  15.65 -14.46  999.000000  99.000000 99999.00  12  0.64 99999.00
AVAPS-D01 S01 132855101 140630 173215.50 999.00  99.00  -80.129094  28.561424  1248.46  12  0.65  1248.77
AVAPS-D01 S10 132855101 140630 173215.75  18.19 -14.93  999.000000  99.000000 99999.00  12  0.71 99999.00
AVAPS-D01 S01 132855101 140630 173216.00  19.05 -15.49  -80.129122  28.561346  1245.32  12  0.67  1240.00
AVAPS-D01 S10 132855101 140630 173216.25  19.53 -15.56  999.000000  99.000000 99999.00  12  0.99 99999.00
AVAPS-D01 S00 132855101 140630 173216.50  17.76 -14.70  -80.129161  28.561270  1234.90  12  0.90  1233.00
AVAPS-D01 S10 132855101 140630 173216.75  17.28 -15.07  999.000000  99.000000 99999.00  12  0.89 99999.00
AVAPS-D01 S00 132855101 140630 173217.00  17.22 -14.61  -80.129201  28.561202  1229.49  12  0.92  1225.61
AVAPS-D01 S10 132855101 140630 173217.25  17.00 -14.91  999.000000  99.000000 99999.00  11  1.14 99999.00
AVAPS-D01 S00 132855101 140630 173217.50  17.65 -14.29  -80.129241  28.561133  1218.10  12  1.11  1218.49
AVAPS-D01 S10 132855101 140630 173217.75  17.59 -14.60  999.000000  99.000000 99999.00  11  1.18 99999.00
AVAPS-D01 S00 132855101 140630 173218.00  16.76 -14.80  -80.129278  28.561064  1207.63  11  1.27  1210.37
AVAPS-D01 S10 132855101 140630 173218.25  15.45 -14.63  999.000000  99.000000 99999.00  11  1.31 99999.00
AVAPS-D01 S00 132855101 140630 173218.50  14.48 -14.34  -80.129308  28.561002  1201.29  12  1.20  1203.53
AVAPS-D01 S10 132855101 140630 173218.75  13.07 -14.07  999.000000  99.000000 99999.00  12  1.09 99999.00
AVAPS-D01 S00 132855101 140630 173219.00  13.22 -14.06  -80.129338  28.560950  1192.77  11  1.03  1196.61
AVAPS-D01 S10 132855101 140630 173219.25  12.15 -14.09  999.000000  99.000000 99999.00  11  1.04 99999.00
AVAPS-D01 S00 132855101 140630 173219.50  11.72 -13.87  -80.129360  28.560901  1185.11  11  0.99  1189.58
AVAPS-D01 S10 132855101 140630 173219.75  11.26 -14.09  999.000000  99.000000 99999.00  11  0.99 99999.00
AVAPS-D01 S10 132855101 140630 173220.00  11.65 -14.00  -80.129371  28.560852 99999.00  11  1.08  1182.07
AVAPS-D01 S11 132855101 140630 173220.25  12.28 -14.06  999.000000  99.000000 99999.00  11  1.06 99999.00
AVAPS-D01 S00 132855101 140630 173220.50  11.31 -14.25  -80.129373  28.560800  1164.20  11  0.99  1174.24
AVAPS-D01 S10 132855101 140630 173220.75  10.62 -14.29  999.000000  99.000000 99999.00  11  0.91 99999.00
AVAPS-D01 S00 132855101 140630 173221.00  10.96 -14.67  -80.129377  28.560753  1157.95  12  0.93  1166.15
AVAPS-D01 S10 132855101 140630 173221.25  11.34 -15.15  999.000000  99.000000 99999.00  11  1.07 99999.00
AVAPS-D01 S00 132855101 140630 173221.50  11.53 -15.20  -80.129382  28.560704  1158.59  11  1.20  1157.67
AVAPS-D01 S10 132855101 140630 173221.75  12.56 -14.99  999.000000  99.000000 99999.00  11  1.11 99999.00
AVAPS-D01 S00 132855101 140630 173222.00  13.94 -15.35  -80.129385  28.560648  1149.44  11  1.05  1149.68
AVAPS-D01 S10 132855101 140630 173222.25  13.58 -15.47  999.000000  99.000000 99999.00  12  1.07 99999.00
AVAPS-D01 S00 132855101 140630 173222.50  13.24 -14.92  -80.129386  28.560590  1141.76  11  0.99  1142.55
AVAPS-D01 S10 132855101 140630 173222.75  13.32 -14.80  999.000000  99.000000 99999.00  11  0.89 99999.00
AVAPS-D01 S00 132855101 140630 173223.00  12.86 -14.48  -80.129377  28.560535  1125.70  12  0.90  1135.45
AVAPS-D01 S10 132855101 140630 173223.25  13.50 -14.14  999.000000  99.000000 99999.00  12  0.81 99999.00
AVAPS-D01 S00 132855101 140630 173223.50  13.70 -14.21  -80.129366  28.560480  1127.01  12  0.72  1128.60
AVAPS-D01 S10 132855101 140630 173223.75  15.03 -14.85  999.000000  99.000000 99999.00  11  0.73 99999.00
AVAPS-D01 S00 132855101 140630 173224.00  16.93 -15.61  -80.129347  28.560414  1120.78  11  0.98  1119.30
AVAPS-D01 S10 132855101 140630 173224.25  18.08 -16.38  999.000000  99.000000 99999.00  11  0.95 99999.00
AVAPS-D01 S00 132855101 140630 173224.50  18.30 -17.17  -80.129333  28.560334  1111.91  11  1.03  1109.06
AVAPS-D01 S10 132855101 140630 173224.75  18.18 -17.52  999.000000  99.000000 99999.00  11  1.00 99999.00
AVAPS-D01 S00 132855101 140630 173225.00  18.40 -17.81  -80.129347  28.560254  1103.57  12  0.93  1099.65
AVAPS-D01 S10 132855101 140630 173225.25  16.05 -17.80  999.000000  99.000000 99999.00  12  1.01 99999.00
AVAPS-D01 S00 132855101 140630 173225.50  14.52 -17.41  -80.129372  28.560188  1102.22  12  1.05  1091.61
AVAPS-D01 S10 132855101 140630 173225.75  13.41 -17.86  999.000000  99.000000 99999.00  12  1.15 99999.00
AVAPS-D01 S00 132855101 140630 173226.00  13.04 -18.02  -80.129397  28.560133  1098.38  12  1.18  1082.12
AVAPS-D01 S10 132855101 140630 173226.25  11.37 -18.19  999.000000  99.000000 99999.00  12  1.18 99999.00
AVAPS-D01 S00 132855101 140630 173226.50  10.86 -17.31  -80.129416  28.560086  1083.15  12  1.15  1074.19
AVAPS-D01 S10 132855101 140630 173226.75  10.15 -16.92  999.000000  99.000000 99999.00  12  1.06 99999.00
AVAPS-D01 S00 132855101 140630 173227.00   9.86 -16.50  -80.129427  28.560042  1065.00  12  0.94  1067.19
AVAPS-D01 S10 132855101 140630 173227.25   9.45 -16.07  999.000000  99.000000 99999.00  12  0.83 99999.00
AVAPS-D01 S00 132855101 140630 173227.50  10.23 -15.83  -80.129442  28.560001  1069.21  12  0.81  1060.39
AVAPS-D01 S10 132855101 140630 173227.75  11.67 -15.63  999.000000  99.000000 99999.00  12  0.72 99999.00
AVAPS-D01 S00 132855101 140630 173228.00  12.29 -15.50  -80.129459  28.559951  1059.85  12  0.67  1053.51
AVAPS-D01 S11 132855101 140630 173228.25  13.42 -15.40  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S00 132855101 140630 173228.50  13.44 -15.21  -80.129472  28.559894  1051.28  12  0.67  1046.54
AVAPS-D01 S10 132855101 140630 173228.75  14.33 -15.11  999.000000  99.000000 99999.00  12  0.64 99999.00
AVAPS-D01 S00 132855101 140630 173229.00  15.08 -15.03  -80.129477  28.559831  1046.18  12  0.67  1039.62
AVAPS-D01 S10 132855101 140630 173229.25  15.44 -15.09  999.000000  99.000000 99999.00  12  0.71 99999.00
AVAPS-D01 S00 132855101 140630 173229.50  15.54 -15.20  -80.129481  28.559762  1037.79  12  0.68  1032.06
AVAPS-D01 S10 132855101 140630 173229.75  14.67 -15.44  999.000000  99.000000 99999.00  12  0.67 99999.00
AVAPS-D01 S00 132855101 140630 173230.00  15.16 -15.29  -80.129492  28.559696  1023.66  12  0.80  1024.45
AVAPS-D01 S10 132855101 140630 173230.25  15.35 -15.28  999.000000  99.000000 99999.00  12  0.67 99999.00
AVAPS-D01 S00 132855101 140630 173230.50  16.50 -15.19  -80.129511  28.559626  1024.99  12  0.64  1017.15
AVAPS-D01 S10 132855101 140630 173230.75  16.66 -15.03  999.000000  99.000000 99999.00  12  0.62 99999.00
AVAPS-D01 S00 132855101 140630 173231.00  16.74 -14.93  -80.129540  28.559554  1016.73  12  0.62  1010.14
AVAPS-D01 S10 132855101 140630 173231.25  16.58 -14.71  999.000000  99.000000 99999.00  12  0.68 99999.00
AVAPS-D01 S00 132855101 140630 173231.50  15.87 -14.42  -80.129574  28.559484  1010.45  12  0.66  1003.66
AVAPS-D01 S10 132855101 140630 173231.75  14.85 -14.09  999.000000  99.000000 99999.00  12  0.68 99999.00
AVAPS-D01 S00 132855101 140630 173232.00  14.41 -13.28  -80.129607  28.559421  1004.03  12  0.88   998.22
AVAPS-D01 S10 132855101 140630 173232.25  14.06 -12.88  999.000000  99.000000 99999.00  12  0.96 99999.00
AVAPS-D01 S00 132855101 140630 173232.50  13.15 -12.86  -80.129639  28.559365   981.95  12  0.98   992.33
AVAPS-D01 S10 132855101 140630 173232.75  13.82 -12.64  999.000000  99.000000 99999.00  12  0.91 99999.00
AVAPS-D01 S00 132855101 140630 173233.00  12.36 -12.72  -80.129666  28.559310   984.87  12  0.96   986.16
AVAPS-D01 S10 132855101 140630 173233.25  12.06 -12.95  999.000000  99.000000 99999.00  12  0.94 99999.00
AVAPS-D01 S00 132855101 140630 173233.50  12.22 -13.20  -80.129686  28.559259   977.32  12  0.91   979.18
AVAPS-D01 S10 132855101 140630 173233.75  11.47 -13.70  999.000000  99.000000 99999.00  12  0.88 99999.00
AVAPS-D01 S00 132855101 140630 173234.00  12.61 -14.32  -80.129705  28.559208   972.49  12  0.84   970.95
AVAPS-D01 S10 132855101 140630 173234.25  10.31 -14.61  999.000000  99.000000 99999.00  12  0.94 99999.00
AVAPS-D01 S00 132855101 140630 173234.50  12.00 -14.78  -80.129729  28.559163   955.36  12  0.92   963.08
AVAPS-D01 S10 132855101 140630 173234.75  12.48 -14.57  999.000000  99.000000 99999.00  12  0.95 99999.00
AVAPS-D01 S00 132855101 140630 173235.00  14.19 -14.57  -80.129765  28.559115   947.11  12  0.96   955.98
AVAPS-D01 S10 132855101 140630 173235.25  16.52 -14.78  999.000000  99.000000 99999.00  12  0.97 99999.00
AVAPS-D01 S01 132855101 140630 173235.50 999.00  99.00  176.820170  89.999942   936.87   0 99.00 99999.00
AVAPS-D01 S11 132855101 140630 173235.75 999.00  99.00  999.000000  99.000000 99999.00  20 99.00 99999.00
AVAPS-D01 S00 132855101 140630 173236.00  14.58 -15.13  -80.129820  28.558994   933.01  12  0.86   940.10
AVAPS-D01 S10 132855101 140630 173236.25  15.17 -14.85  999.000000  99.000000 99999.00  12  1.00 99999.00
AVAPS-D01 S00 132855101 140630 173236.50  15.57 -15.07  -80.129828  28.558927   929.18  12  0.93   932.57
AVAPS-D01 S10 132855101 140630 173236.75  17.69 -14.89  999.000000  99.000000 99999.00  12  0.97 99999.00
AVAPS-D01 S01 132855101 140630 173237.00 999.00  99.00  -80.129835  28.558848   928.20   0 99.00   925.55
AVAPS-D01 S11 132855101 140630 173237.25 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S00 132855101 140630 173237.50  15.28 -14.67  -80.129846  28.558774   918.57  12  0.82   918.09
AVAPS-D01 S10 132855101 140630 173237.75  15.03 -14.73  999.000000  99.000000 99999.00  12  0.79 99999.00
AVAPS-D01 S00 132855101 140630 173238.00  14.74 -14.63  -80.129866  28.558711   911.33  12  0.79   910.77
AVAPS-D01 S10 132855101 140630 173238.25  14.08 -14.51  999.000000  99.000000 99999.00  12  0.74 99999.00
AVAPS-D01 S00 132855101 140630 173238.50  13.64 -14.48  -80.129887  28.558652   907.00  12  0.71   903.55
AVAPS-D01 S10 132855101 140630 173238.75  13.93 -14.36  999.000000  99.000000 99999.00  12  0.73 99999.00
AVAPS-D01 S00 132855101 140630 173239.00  13.82 -14.24  -80.129908  28.558594   904.84  12  0.72   896.80
AVAPS-D01 S10 132855101 140630 173239.25  13.56 -14.34  999.000000  99.000000 99999.00  12  0.66 99999.00
AVAPS-D01 S00 132855101 140630 173239.50  12.54 -14.52  -80.129932  28.558539   888.48  12  0.69   889.20
AVAPS-D01 S10 132855101 140630 173239.75  12.50 -14.52  999.000000  99.000000 99999.00  12  0.70 99999.00
AVAPS-D01 S00 132855101 140630 173240.00  12.36 -14.51  -80.129952  28.558487   883.79  12  0.65   881.99
AVAPS-D01 S10 132855101 140630 173240.25  12.15 -15.00  999.000000  99.000000 99999.00  12  0.58 99999.00
AVAPS-D01 S00 132855101 140630 173240.50  13.38 -15.17  -80.129967  28.558434   876.22  12  0.67   873.70
AVAPS-D01 S10 132855101 140630 173240.75  13.01 -15.04  999.000000  99.000000 99999.00  12  0.66 99999.00
AVAPS-D01 S00 132855101 140630 173241.00  13.74 -15.25  -80.129980  28.558378   866.40  12  0.56   865.99
AVAPS-D01 S10 132855101 140630 173241.25  13.35 -15.43  999.000000  99.000000 99999.00  12  0.54 99999.00
AVAPS-D01 S00 132855101 140630 173241.50  12.14 -15.50  -80.130001  28.558322   859.78  12  0.55   858.17
AVAPS-D01 S10 132855101 140630 173241.75  12.36 -15.40  999.000000  99.000000 99999.00  12  0.65 99999.00
AVAPS-D01 S00 132855101 140630 173242.00  12.08 -15.27  -80.130021  28.558269   854.78  12  0.64   850.84
AVAPS-D01 S10 132855101 140630 173242.25  12.36 -15.24  999.000000  99.000000 99999.00  12  0.60 99999.00
AVAPS-D01 S00 132855101 140630 173242.50  12.52 -15.26  -80.130033  28.558215   845.31  11  0.72   843.31
AVAPS-D01 S11 132855101 140630 173242.75  42.11 -21.49  999.000000  99.000000 99999.00  11  0.76 99999.00
AVAPS-D01 S00 132855101 140630 173243.00  13.52 -15.22  -80.130041  28.558158   838.98  11  0.70   835.66
AVAPS-D01 S10 132855101 140630 173243.25  13.87 -15.18  999.000000  99.000000 99999.00  11  0.71 99999.00
AVAPS-D01 S01 132855101 140630 173243.50  18.51 -16.57  -80.130055  28.558095   830.22  12  0.68   828.46
AVAPS-D01 S10 132855101 140630 173243.75  14.12 -14.87  999.000000  99.000000 99999.00  12  0.66 99999.00
AVAPS-D01 S00 132855101 140630 173244.00  13.85 -14.96  -80.130075  28.558033   822.85  12  0.63   821.19
AVAPS-D01 S10 132855101 140630 173244.25  12.96 -15.00  999.000000  99.000000 99999.00  12  0.67 99999.00
AVAPS-D01 S01 132855101 140630 173244.50 999.00  99.00  -80.130095  28.557977   815.72   0 99.00   813.93
AVAPS-D01 S11 132855101 140630 173244.75 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S00 132855101 140630 173245.00  12.23 -15.06  -80.130109  28.557921   807.90  12  0.59   806.08
AVAPS-D01 S10 132855101 140630 173245.25  13.24 -15.33  999.000000  99.000000 99999.00  12  0.55 99999.00
AVAPS-D01 S00 132855101 140630 173245.50  13.37 -15.19  -80.130118  28.557862   803.76  12  0.55   798.18
AVAPS-D01 S10 132855101 140630 173245.75  13.81 -15.33  999.000000  99.000000 99999.00  12  0.64 99999.00
AVAPS-D01 S00 132855101 140630 173246.00  14.45 -15.34  -80.130126  28.557799   792.04  12  0.59   790.31
AVAPS-D01 S10 132855101 140630 173246.25  15.05 -15.39  999.000000  99.000000 99999.00  12  0.57 99999.00
AVAPS-D01 S00 132855101 140630 173246.50  15.59 -15.73  -80.130136  28.557730   786.27  12  0.61   782.09
AVAPS-D01 S10 132855101 140630 173246.75  15.18 -16.04  999.000000  99.000000 99999.00  12  0.55 99999.00
AVAPS-D01 S00 132855101 140630 173247.00  14.53 -16.02  -80.130137  28.557661   776.26  12  0.61   773.76
AVAPS-D01 S10 132855101 140630 173247.25  14.41 -16.06  999.000000  99.000000 99999.00  12  0.61 99999.00
AVAPS-D01 S00 132855101 140630 173247.50  15.01 -15.68  -80.130141  28.557595   774.60  12  0.53   766.13
AVAPS-D01 S10 132855101 140630 173247.75  16.17 -15.54  999.000000  99.000000 99999.00  11  0.58 99999.00
AVAPS-D01 S00 132855101 140630 173248.00  16.53 -15.42  -80.130148  28.557522   761.76  12  0.64   758.73
AVAPS-D01 S10 132855101 140630 173248.25  16.57 -15.24  999.000000  99.000000 99999.00  12  0.65 99999.00
AVAPS-D01 S00 132855101 140630 173248.50  16.07 -14.95  -80.130157  28.557448   752.91  12  0.56   751.62
AVAPS-D01 S10 132855101 140630 173248.75  15.03 -14.98  999.000000  99.000000 99999.00  12  0.63 99999.00
AVAPS-D01 S00 132855101 140630 173249.00  15.29 -14.99  -80.130160  28.557379   746.42  11  0.66   743.96
AVAPS-D01 S10 132855101 140630 173249.25  14.74 -14.95  999.000000  99.000000 99999.00  11  0.71 99999.00
AVAPS-D01 S00 132855101 140630 173249.50  13.67 -14.88  -80.130158  28.557314   742.03  10  0.64   736.36
AVAPS-D01 S10 132855101 140630 173249.75  13.14 -14.93  999.000000  99.000000 99999.00  10  0.73 99999.00
AVAPS-D01 S00 132855101 140630 173250.00  12.21 -14.85  -80.130159  28.557255   732.56  12  0.70   728.89
AVAPS-D01 S10 132855101 140630 173250.25  12.00 -14.72  999.000000  99.000000 99999.00  10  0.69 99999.00
AVAPS-D01 S00 132855101 140630 173250.50  12.30 -14.61  -80.130168  28.557199   724.67  10  0.68   721.37
AVAPS-D01 S10 132855101 140630 173250.75  12.78 -14.63  999.000000  99.000000 99999.00   9  0.70 99999.00
AVAPS-D01 S00 132855101 140630 173251.00  13.57 -14.56  -80.130182  28.557139   724.16   9  0.79   713.87
AVAPS-D01 S10 132855101 140630 173251.25  13.38 -14.87  999.000000  99.000000 99999.00  11  0.72 99999.00
AVAPS-D01 S00 132855101 140630 173251.50  13.41 -14.94  -80.130187  28.557078   702.33  11  0.73   706.09
AVAPS-D01 S10 132855101 140630 173251.75  13.56 -14.90  999.000000  99.000000 99999.00  12  0.72 99999.00
AVAPS-D01 S00 132855101 140630 173252.00  13.70 -14.66  -80.130186  28.557017   703.79  12  0.70   699.13
AVAPS-D01 S10 132855101 140630 173252.25  16.08 -14.43  999.000000  99.000000 99999.00  12  0.75 99999.00
